album_type,artists,external_urls,href,id,images,name,release_date,release_date_precision,total_tracks,type,uri,album_group,is_playable
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6tJRAxu0HwB2GI9GueEj4l""}, ""href"": ""https://api.spotify.com/v1/artists/6tJRAxu0HwB2GI9GueEj4l"", ""id"": ""6tJRAxu0HwB2GI9GueEj4l"", ""name"": ""Faruz Feet"", ""type"": ""artist"", ""uri"": ""spotify:artist:6tJRAxu0HwB2GI9GueEj4l""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6JG2QQcaQBzinELNvu9PRk""}, ""href"": ""https://api.spotify.com/v1/artists/6JG2QQcaQBzinELNvu9PRk"", ""id"": ""6JG2QQcaQBzinELNvu9PRk"", ""name"": ""Bipo Montana"", ""type"": ""artist"", ""uri"": ""spotify:artist:6JG2QQcaQBzinELNvu9PRk""}]","{""spotify"": ""https://open.spotify.com/album/0CdH3ZJY3pEcXk67D7FXky""}",https://api.spotify.com/v1/albums/0CdH3ZJY3pEcXk67D7FXky,0CdH3ZJY3pEcXk67D7FXky,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273cddba9b010bed9f81e92c9b6"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02cddba9b010bed9f81e92c9b6"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851cddba9b010bed9f81e92c9b6"", ""width"": 64}]",Nubes,2020-10-30,day,1,album,spotify:album:0CdH3ZJY3pEcXk67D7FXky,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6qhOH2mrlqUDod9sWA5kR2""}, ""href"": ""https://api.spotify.com/v1/artists/6qhOH2mrlqUDod9sWA5kR2"", ""id"": ""6qhOH2mrlqUDod9sWA5kR2"", ""name"": ""Leo Dan"", ""type"": ""artist"", ""uri"": ""spotify:artist:6qhOH2mrlqUDod9sWA5kR2""}]","{""spotify"": ""https://open.spotify.com/album/0Cq5RogZ5q5WfXRYGOIN98""}",https://api.spotify.com/v1/albums/0Cq5RogZ5q5WfXRYGOIN98,0Cq5RogZ5q5WfXRYGOIN98,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27383d00ea59ca863bb565834f6"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0283d00ea59ca863bb565834f6"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485183d00ea59ca863bb565834f6"", ""width"": 64}]",Celebrando a una Leyenda (En Vivo),2018-03-23,day,15,album,spotify:album:0Cq5RogZ5q5WfXRYGOIN98,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/76V5aARZFI750zk1BglDV2""}, ""href"": ""https://api.spotify.com/v1/artists/76V5aARZFI750zk1BglDV2"", ""id"": ""76V5aARZFI750zk1BglDV2"", ""name"": ""Sipo One"", ""type"": ""artist"", ""uri"": ""spotify:artist:76V5aARZFI750zk1BglDV2""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/52QQ2BADyRwXsS8uqLu2Hl""}, ""href"": ""https://api.spotify.com/v1/artists/52QQ2BADyRwXsS8uqLu2Hl"", ""id"": ""52QQ2BADyRwXsS8uqLu2Hl"", ""name"": ""T-Killa"", ""type"": ""artist"", ""uri"": ""spotify:artist:52QQ2BADyRwXsS8uqLu2Hl""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3fo4UvMNzZUCFS90Roh5iK""}, ""href"": ""https://api.spotify.com/v1/artists/3fo4UvMNzZUCFS90Roh5iK"", ""id"": ""3fo4UvMNzZUCFS90Roh5iK"", ""name"": ""Eptos Uno"", ""type"": ""artist"", ""uri"": ""spotify:artist:3fo4UvMNzZUCFS90Roh5iK""}]","{""spotify"": ""https://open.spotify.com/album/0CvtcYd9EJ5pOKtjF0C75c""}",https://api.spotify.com/v1/albums/0CvtcYd9EJ5pOKtjF0C75c,0CvtcYd9EJ5pOKtjF0C75c,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2738e1000ca0c432010c4fd4cc9"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e028e1000ca0c432010c4fd4cc9"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048518e1000ca0c432010c4fd4cc9"", ""width"": 64}]",Vuelta a la Página,2021-10-15,day,1,album,spotify:album:0CvtcYd9EJ5pOKtjF0C75c,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/2EkFEL5IvD2W8hpwbjS9yv""}, ""href"": ""https://api.spotify.com/v1/artists/2EkFEL5IvD2W8hpwbjS9yv"", ""id"": ""2EkFEL5IvD2W8hpwbjS9yv"", ""name"": ""Don Aero"", ""type"": ""artist"", ""uri"": ""spotify:artist:2EkFEL5IvD2W8hpwbjS9yv""}]","{""spotify"": ""https://open.spotify.com/album/0DEur2OGZs9BHJ2FLuu1rY""}",https://api.spotify.com/v1/albums/0DEur2OGZs9BHJ2FLuu1rY,0DEur2OGZs9BHJ2FLuu1rY,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27359b8aed0394358927747eed9"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0259b8aed0394358927747eed9"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485159b8aed0394358927747eed9"", ""width"": 64}]",De Boca En Boca,2014-08-26,day,19,album,spotify:album:0DEur2OGZs9BHJ2FLuu1rY,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4WOIfFwyvx22jM0eg2fpKv""}, ""href"": ""https://api.spotify.com/v1/artists/4WOIfFwyvx22jM0eg2fpKv"", ""id"": ""4WOIfFwyvx22jM0eg2fpKv"", ""name"": ""Kinky"", ""type"": ""artist"", ""uri"": ""spotify:artist:4WOIfFwyvx22jM0eg2fpKv""}]","{""spotify"": ""https://open.spotify.com/album/0EuvehvpSxGl1Q3GJ0p6pI""}",https://api.spotify.com/v1/albums/0EuvehvpSxGl1Q3GJ0p6pI,0EuvehvpSxGl1Q3GJ0p6pI,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27306d12ca61e3f239f80a3c170"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0206d12ca61e3f239f80a3c170"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485106d12ca61e3f239f80a3c170"", ""width"": 64}]",Kinky (Remastered),2002-03-26,day,13,album,spotify:album:0EuvehvpSxGl1Q3GJ0p6pI,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3TGeuw7OmACouH5JAKkX7I""}, ""href"": ""https://api.spotify.com/v1/artists/3TGeuw7OmACouH5JAKkX7I"", ""id"": ""3TGeuw7OmACouH5JAKkX7I"", ""name"": ""MC Davo"", ""type"": ""artist"", ""uri"": ""spotify:artist:3TGeuw7OmACouH5JAKkX7I""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1QhaqxeqF9sipS2gwbEKpu""}, ""href"": ""https://api.spotify.com/v1/artists/1QhaqxeqF9sipS2gwbEKpu"", ""id"": ""1QhaqxeqF9sipS2gwbEKpu"", ""name"": ""C-Kan"", ""type"": ""artist"", ""uri"": ""spotify:artist:1QhaqxeqF9sipS2gwbEKpu""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/66RfYVdftqnuHRicyClgL0""}, ""href"": ""https://api.spotify.com/v1/artists/66RfYVdftqnuHRicyClgL0"", ""id"": ""66RfYVdftqnuHRicyClgL0"", ""name"": ""Dharius"", ""type"": ""artist"", ""uri"": ""spotify:artist:66RfYVdftqnuHRicyClgL0""}]","{""spotify"": ""https://open.spotify.com/album/0G5o0F4IWxTgJbuKRoKvo0""}",https://api.spotify.com/v1/albums/0G5o0F4IWxTgJbuKRoKvo0,0G5o0F4IWxTgJbuKRoKvo0,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273d7cceaa50b294c2a6e0d0664"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02d7cceaa50b294c2a6e0d0664"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851d7cceaa50b294c2a6e0d0664"", ""width"": 64}]",Préndete Un Blunt (feat. Zimple) [Remix],2020-07-30,day,1,album,spotify:album:0G5o0F4IWxTgJbuKRoKvo0,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/7eU5CvFPPiqSqnKiNmZNy7""}, ""href"": ""https://api.spotify.com/v1/artists/7eU5CvFPPiqSqnKiNmZNy7"", ""id"": ""7eU5CvFPPiqSqnKiNmZNy7"", ""name"": ""Dyablo"", ""type"": ""artist"", ""uri"": ""spotify:artist:7eU5CvFPPiqSqnKiNmZNy7""}]","{""spotify"": ""https://open.spotify.com/album/0H9MEpPnYYn6jsZS9gAF5b""}",https://api.spotify.com/v1/albums/0H9MEpPnYYn6jsZS9gAF5b,0H9MEpPnYYn6jsZS9gAF5b,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2737949727f5f14cd9c55e6aecd"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e027949727f5f14cd9c55e6aecd"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048517949727f5f14cd9c55e6aecd"", ""width"": 64}]",El Profeta Y Sus Dysipuloz,2003-10-14,day,16,album,spotify:album:0H9MEpPnYYn6jsZS9gAF5b,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/23TYM4mYLQjyJLr4x89MjH""}, ""href"": ""https://api.spotify.com/v1/artists/23TYM4mYLQjyJLr4x89MjH"", ""id"": ""23TYM4mYLQjyJLr4x89MjH"", ""name"": ""Danger"", ""type"": ""artist"", ""uri"": ""spotify:artist:23TYM4mYLQjyJLr4x89MjH""}]","{""spotify"": ""https://open.spotify.com/album/0HMwzqNNPcqItuRWjya5HI""}",https://api.spotify.com/v1/albums/0HMwzqNNPcqItuRWjya5HI,0HMwzqNNPcqItuRWjya5HI,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27387c6b52acc4ead4b5043151a"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0287c6b52acc4ead4b5043151a"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485187c6b52acc4ead4b5043151a"", ""width"": 64}]",Sembrando Laureles,2017-03-15,day,9,album,spotify:album:0HMwzqNNPcqItuRWjya5HI,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/11mqrDSFRRz8g0Wb3syJj5""}, ""href"": ""https://api.spotify.com/v1/artists/11mqrDSFRRz8g0Wb3syJj5"", ""id"": ""11mqrDSFRRz8g0Wb3syJj5"", ""name"": ""Panteon Rococo"", ""type"": ""artist"", ""uri"": ""spotify:artist:11mqrDSFRRz8g0Wb3syJj5""}]","{""spotify"": ""https://open.spotify.com/album/0HgimXrbh89mAHF3nLGsLP""}",https://api.spotify.com/v1/albums/0HgimXrbh89mAHF3nLGsLP,0HgimXrbh89mAHF3nLGsLP,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27312703f68fc8f4d3695c676e9"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0212703f68fc8f4d3695c676e9"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485112703f68fc8f4d3695c676e9"", ""width"": 64}]",Un Panteon Muy Vivo,2005-12-01,day,17,album,spotify:album:0HgimXrbh89mAHF3nLGsLP,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6Frmzzz7weyna8iagjQOCd""}, ""href"": ""https://api.spotify.com/v1/artists/6Frmzzz7weyna8iagjQOCd"", ""id"": ""6Frmzzz7weyna8iagjQOCd"", ""name"": ""Fosa Común"", ""type"": ""artist"", ""uri"": ""spotify:artist:6Frmzzz7weyna8iagjQOCd""}]","{""spotify"": ""https://open.spotify.com/album/0HmmuTWVZl0oQoYTw7Tzej""}",https://api.spotify.com/v1/albums/0HmmuTWVZl0oQoYTw7Tzej,0HmmuTWVZl0oQoYTw7Tzej,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273e6e4a472cf24d482ad943564"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02e6e4a472cf24d482ad943564"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851e6e4a472cf24d482ad943564"", ""width"": 64}]",Bong Hits,2018-08-24,day,11,album,spotify:album:0HmmuTWVZl0oQoYTw7Tzej,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3Qldsib1smRXVBihCbSKrV""}, ""href"": ""https://api.spotify.com/v1/artists/3Qldsib1smRXVBihCbSKrV"", ""id"": ""3Qldsib1smRXVBihCbSKrV"", ""name"": ""Jonaz"", ""type"": ""artist"", ""uri"": ""spotify:artist:3Qldsib1smRXVBihCbSKrV""}]","{""spotify"": ""https://open.spotify.com/album/0HpNgsg7utVVrCH3hzj9fd""}",https://api.spotify.com/v1/albums/0HpNgsg7utVVrCH3hzj9fd,0HpNgsg7utVVrCH3hzj9fd,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2734be70784c65d1bcf6321ceec"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e024be70784c65d1bcf6321ceec"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048514be70784c65d1bcf6321ceec"", ""width"": 64}]",The Pre End Of The World Soundtrack,2012-01-01,day,11,album,spotify:album:0HpNgsg7utVVrCH3hzj9fd,album,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/2hejA1Dkf8v8R0koF44FvW""}, ""href"": ""https://api.spotify.com/v1/artists/2hejA1Dkf8v8R0koF44FvW"", ""id"": ""2hejA1Dkf8v8R0koF44FvW"", ""name"": ""Gera MX"", ""type"": ""artist"", ""uri"": ""spotify:artist:2hejA1Dkf8v8R0koF44FvW""}]","{""spotify"": ""https://open.spotify.com/album/0I7niYRGKf1mfAjVdrkogE""}",https://api.spotify.com/v1/albums/0I7niYRGKf1mfAjVdrkogE,0I7niYRGKf1mfAjVdrkogE,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27312256b1ace763c1036a6d99c"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0212256b1ace763c1036a6d99c"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485112256b1ace763c1036a6d99c"", ""width"": 64}]",Sirve Mi Café Temprano,2018-03-02,day,1,album,spotify:album:0I7niYRGKf1mfAjVdrkogE,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/2lrtGWxNXWjd0JzDLKXubI""}, ""href"": ""https://api.spotify.com/v1/artists/2lrtGWxNXWjd0JzDLKXubI"", ""id"": ""2lrtGWxNXWjd0JzDLKXubI"", ""name"": ""Berner"", ""type"": ""artist"", ""uri"": ""spotify:artist:2lrtGWxNXWjd0JzDLKXubI""}]","{""spotify"": ""https://open.spotify.com/album/0IbbPJkA83Unb76NTio1YP""}",https://api.spotify.com/v1/albums/0IbbPJkA83Unb76NTio1YP,0IbbPJkA83Unb76NTio1YP,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27316837cb74b93e5b33585ee2a"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0216837cb74b93e5b33585ee2a"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485116837cb74b93e5b33585ee2a"", ""width"": 64}]",El Chivo,2019-05-05,day,16,album,spotify:album:0IbbPJkA83Unb76NTio1YP,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/48G4FvpaGSQAb2ZxhUc2Hv""}, ""href"": ""https://api.spotify.com/v1/artists/48G4FvpaGSQAb2ZxhUc2Hv"", ""id"": ""48G4FvpaGSQAb2ZxhUc2Hv"", ""name"": ""Jasmine Alvarado"", ""type"": ""artist"", ""uri"": ""spotify:artist:48G4FvpaGSQAb2ZxhUc2Hv""}]","{""spotify"": ""https://open.spotify.com/album/0If1QGwLQvlv2JnrvoAPT4""}",https://api.spotify.com/v1/albums/0If1QGwLQvlv2JnrvoAPT4,0If1QGwLQvlv2JnrvoAPT4,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273352444ea90217db8f11e11d7"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02352444ea90217db8f11e11d7"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851352444ea90217db8f11e11d7"", ""width"": 64}]",Better Days,2020-07-03,day,1,album,spotify:album:0If1QGwLQvlv2JnrvoAPT4,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/5eIRbSES1yeGSBuqZ4xvuD""}, ""href"": ""https://api.spotify.com/v1/artists/5eIRbSES1yeGSBuqZ4xvuD"", ""id"": ""5eIRbSES1yeGSBuqZ4xvuD"", ""name"": ""Pekeño 77"", ""type"": ""artist"", ""uri"": ""spotify:artist:5eIRbSES1yeGSBuqZ4xvuD""}]","{""spotify"": ""https://open.spotify.com/album/0JhThijVyy7mFSewn2Bkgx""}",https://api.spotify.com/v1/albums/0JhThijVyy7mFSewn2Bkgx,0JhThijVyy7mFSewn2Bkgx,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2732479c7d8d67271194cc278f0"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e022479c7d8d67271194cc278f0"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048512479c7d8d67271194cc278f0"", ""width"": 64}]",SIN PRONTUARIO,2020-09-04,day,14,album,spotify:album:0JhThijVyy7mFSewn2Bkgx,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0XK6kT7xcZAlcYrNjOgzJe""}, ""href"": ""https://api.spotify.com/v1/artists/0XK6kT7xcZAlcYrNjOgzJe"", ""id"": ""0XK6kT7xcZAlcYrNjOgzJe"", ""name"": ""Carla Morrison"", ""type"": ""artist"", ""uri"": ""spotify:artist:0XK6kT7xcZAlcYrNjOgzJe""}]","{""spotify"": ""https://open.spotify.com/album/0Jo8yyj5aHXkj6rCJUVbT5""}",https://api.spotify.com/v1/albums/0Jo8yyj5aHXkj6rCJUVbT5,0Jo8yyj5aHXkj6rCJUVbT5,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27383a7b03a5d6e7049c860c6b7"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0283a7b03a5d6e7049c860c6b7"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485183a7b03a5d6e7049c860c6b7"", ""width"": 64}]",Amor Supremo,2015-11-06,day,13,album,spotify:album:0Jo8yyj5aHXkj6rCJUVbT5,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/214wdmDstodTL0SEEPDyxb""}, ""href"": ""https://api.spotify.com/v1/artists/214wdmDstodTL0SEEPDyxb"", ""id"": ""214wdmDstodTL0SEEPDyxb"", ""name"": ""Lirika Inverza"", ""type"": ""artist"", ""uri"": ""spotify:artist:214wdmDstodTL0SEEPDyxb""}]","{""spotify"": ""https://open.spotify.com/album/0KYHYcua79d4aEfrn0ntbe""}",https://api.spotify.com/v1/albums/0KYHYcua79d4aEfrn0ntbe,0KYHYcua79d4aEfrn0ntbe,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273ce6bea3d305d6b3d9bae6635"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02ce6bea3d305d6b3d9bae6635"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851ce6bea3d305d6b3d9bae6635"", ""width"": 64}]",Sin Dios Ni Templos,2020-07-31,day,1,album,spotify:album:0KYHYcua79d4aEfrn0ntbe,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/2tU377oBzcCBbRNeVve8FC""}, ""href"": ""https://api.spotify.com/v1/artists/2tU377oBzcCBbRNeVve8FC"", ""id"": ""2tU377oBzcCBbRNeVve8FC"", ""name"": ""Go Golden Junk"", ""type"": ""artist"", ""uri"": ""spotify:artist:2tU377oBzcCBbRNeVve8FC""}]","{""spotify"": ""https://open.spotify.com/album/0LFeLx9sYo4qklZKQ38ifL""}",https://api.spotify.com/v1/albums/0LFeLx9sYo4qklZKQ38ifL,0LFeLx9sYo4qklZKQ38ifL,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2738137256d1b8779a0f1058aa2"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e028137256d1b8779a0f1058aa2"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048518137256d1b8779a0f1058aa2"", ""width"": 64}]",Según,2021-07-16,day,1,album,spotify:album:0LFeLx9sYo4qklZKQ38ifL,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/7eYDq8ZqHReFJgIN95S5EU""}, ""href"": ""https://api.spotify.com/v1/artists/7eYDq8ZqHReFJgIN95S5EU"", ""id"": ""7eYDq8ZqHReFJgIN95S5EU"", ""name"": ""Treck"", ""type"": ""artist"", ""uri"": ""spotify:artist:7eYDq8ZqHReFJgIN95S5EU""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/7F6fxMv0tz2Clj8H02Y2k7""}, ""href"": ""https://api.spotify.com/v1/artists/7F6fxMv0tz2Clj8H02Y2k7"", ""id"": ""7F6fxMv0tz2Clj8H02Y2k7"", ""name"": ""Bizor"", ""type"": ""artist"", ""uri"": ""spotify:artist:7F6fxMv0tz2Clj8H02Y2k7""}]","{""spotify"": ""https://open.spotify.com/album/0LTN42UFbUwHhKi0V9bAUh""}",https://api.spotify.com/v1/albums/0LTN42UFbUwHhKi0V9bAUh,0LTN42UFbUwHhKi0V9bAUh,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2736137c22c7b9d79b4fbfc2286"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e026137c22c7b9d79b4fbfc2286"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048516137c22c7b9d79b4fbfc2286"", ""width"": 64}]",Bull Dogs,2019-12-05,day,1,album,spotify:album:0LTN42UFbUwHhKi0V9bAUh,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/7l6cdPhOLYO7lehz5xfzLV""}, ""href"": ""https://api.spotify.com/v1/artists/7l6cdPhOLYO7lehz5xfzLV"", ""id"": ""7l6cdPhOLYO7lehz5xfzLV"", ""name"": ""The Guadaloops"", ""type"": ""artist"", ""uri"": ""spotify:artist:7l6cdPhOLYO7lehz5xfzLV""}]","{""spotify"": ""https://open.spotify.com/album/0MDaUDQENnAlr6BmicS3oc""}",https://api.spotify.com/v1/albums/0MDaUDQENnAlr6BmicS3oc,0MDaUDQENnAlr6BmicS3oc,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27300557786399a3261f97f6128"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0200557786399a3261f97f6128"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485100557786399a3261f97f6128"", ""width"": 64}]",CAE EL RÍO,2021-02-05,day,3,album,spotify:album:0MDaUDQENnAlr6BmicS3oc,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft""}, ""href"": ""https://api.spotify.com/v1/artists/1URnnhqYAYcrqrcwql10ft"", ""id"": ""1URnnhqYAYcrqrcwql10ft"", ""name"": ""21 Savage"", ""type"": ""artist"", ""uri"": ""spotify:artist:1URnnhqYAYcrqrcwql10ft""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4DdkRBBYG6Yk9Ka8tdJ9BW""}, ""href"": ""https://api.spotify.com/v1/artists/4DdkRBBYG6Yk9Ka8tdJ9BW"", ""id"": ""4DdkRBBYG6Yk9Ka8tdJ9BW"", ""name"": ""Offset"", ""type"": ""artist"", ""uri"": ""spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp""}, ""href"": ""https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp"", ""id"": ""0iEtIxbK0KxaSlF7G42ZOp"", ""name"": ""Metro Boomin"", ""type"": ""artist"", ""uri"": ""spotify:artist:0iEtIxbK0KxaSlF7G42ZOp""}]","{""spotify"": ""https://open.spotify.com/album/0MV1yCXcNNQBfwApqAVkH0""}",https://api.spotify.com/v1/albums/0MV1yCXcNNQBfwApqAVkH0,0MV1yCXcNNQBfwApqAVkH0,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2730db43130a9aaa7bae56967ed"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e020db43130a9aaa7bae56967ed"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048510db43130a9aaa7bae56967ed"", ""width"": 64}]",Without Warning,2017-10-30,day,10,album,spotify:album:0MV1yCXcNNQBfwApqAVkH0,album,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6U3ybJ9UHNKEdsH7ktGBZ7""}, ""href"": ""https://api.spotify.com/v1/artists/6U3ybJ9UHNKEdsH7ktGBZ7"", ""id"": ""6U3ybJ9UHNKEdsH7ktGBZ7"", ""name"": ""JID"", ""type"": ""artist"", ""uri"": ""spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7""}]","{""spotify"": ""https://open.spotify.com/album/0MdgqhI26wmlQ1aLV5y2Ks""}",https://api.spotify.com/v1/albums/0MdgqhI26wmlQ1aLV5y2Ks,0MdgqhI26wmlQ1aLV5y2Ks,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2737cdc9049c803f7a5db9ba399"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e027cdc9049c803f7a5db9ba399"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048517cdc9049c803f7a5db9ba399"", ""width"": 64}]",Surround Sound (feat. 21 Savage & Baby Tate),2022-01-14,day,1,album,spotify:album:0MdgqhI26wmlQ1aLV5y2Ks,,
