album_type,artists,external_urls,href,id,images,name,release_date,release_date_precision,total_tracks,type,uri,album_group,is_playable
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3WyJImKjA4PH3EXWIWBokJ""}, ""href"": ""https://api.spotify.com/v1/artists/3WyJImKjA4PH3EXWIWBokJ"", ""id"": ""3WyJImKjA4PH3EXWIWBokJ"", ""name"": ""Someone Sm1"", ""type"": ""artist"", ""uri"": ""spotify:artist:3WyJImKjA4PH3EXWIWBokJ""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3L7OHIT4kfdcDSnnGM0TKN""}, ""href"": ""https://api.spotify.com/v1/artists/3L7OHIT4kfdcDSnnGM0TKN"", ""id"": ""3L7OHIT4kfdcDSnnGM0TKN"", ""name"": ""El Pinche Mara"", ""type"": ""artist"", ""uri"": ""spotify:artist:3L7OHIT4kfdcDSnnGM0TKN""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0nOyxRsVicKeiBbB6zdIMu""}, ""href"": ""https://api.spotify.com/v1/artists/0nOyxRsVicKeiBbB6zdIMu"", ""id"": ""0nOyxRsVicKeiBbB6zdIMu"", ""name"": ""Kinto Sol"", ""type"": ""artist"", ""uri"": ""spotify:artist:0nOyxRsVicKeiBbB6zdIMu""}]","{""spotify"": ""https://open.spotify.com/album/5bd7fllIZnL6fim47ptfw6""}",https://api.spotify.com/v1/albums/5bd7fllIZnL6fim47ptfw6,5bd7fllIZnL6fim47ptfw6,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273a5c1301b3037d0ca19e85842"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02a5c1301b3037d0ca19e85842"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851a5c1301b3037d0ca19e85842"", ""width"": 64}]",Acostumbrado a Esto,2020-04-24,day,1,album,spotify:album:5bd7fllIZnL6fim47ptfw6,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/12wTrvRwxmsbUxkLffkPfv""}, ""href"": ""https://api.spotify.com/v1/artists/12wTrvRwxmsbUxkLffkPfv"", ""id"": ""12wTrvRwxmsbUxkLffkPfv"", ""name"": ""Chystemc"", ""type"": ""artist"", ""uri"": ""spotify:artist:12wTrvRwxmsbUxkLffkPfv""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1LFSjjDBhaukmZa69zJvgM""}, ""href"": ""https://api.spotify.com/v1/artists/1LFSjjDBhaukmZa69zJvgM"", ""id"": ""1LFSjjDBhaukmZa69zJvgM"", ""name"": ""Macrodee"", ""type"": ""artist"", ""uri"": ""spotify:artist:1LFSjjDBhaukmZa69zJvgM""}]","{""spotify"": ""https://open.spotify.com/album/5bmFCK52DIm32GPjOzzT8V""}",https://api.spotify.com/v1/albums/5bmFCK52DIm32GPjOzzT8V,5bmFCK52DIm32GPjOzzT8V,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2732b78d83d97f1ca3893a6a6c5"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e022b78d83d97f1ca3893a6a6c5"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048512b78d83d97f1ca3893a6a6c5"", ""width"": 64}]",Boombarrio,2021-02-26,day,1,album,spotify:album:5bmFCK52DIm32GPjOzzT8V,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/716NhGYqD1jl2wI1Qkgq36""}, ""href"": ""https://api.spotify.com/v1/artists/716NhGYqD1jl2wI1Qkgq36"", ""id"": ""716NhGYqD1jl2wI1Qkgq36"", ""name"": ""Bizarrap"", ""type"": ""artist"", ""uri"": ""spotify:artist:716NhGYqD1jl2wI1Qkgq36""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/12GqGscKJx3aE4t07u7eVZ""}, ""href"": ""https://api.spotify.com/v1/artists/12GqGscKJx3aE4t07u7eVZ"", ""id"": ""12GqGscKJx3aE4t07u7eVZ"", ""name"": ""Peso Pluma"", ""type"": ""artist"", ""uri"": ""spotify:artist:12GqGscKJx3aE4t07u7eVZ""}]","{""spotify"": ""https://open.spotify.com/album/5dKPhEYBhP8j85HcxQfaw6""}",https://api.spotify.com/v1/albums/5dKPhEYBhP8j85HcxQfaw6,5dKPhEYBhP8j85HcxQfaw6,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27315583045b2fdb7d7bab10e81"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0215583045b2fdb7d7bab10e81"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485115583045b2fdb7d7bab10e81"", ""width"": 64}]","Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-06-01,day,1,album,spotify:album:5dKPhEYBhP8j85HcxQfaw6,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/7l6cdPhOLYO7lehz5xfzLV""}, ""href"": ""https://api.spotify.com/v1/artists/7l6cdPhOLYO7lehz5xfzLV"", ""id"": ""7l6cdPhOLYO7lehz5xfzLV"", ""name"": ""The Guadaloops"", ""type"": ""artist"", ""uri"": ""spotify:artist:7l6cdPhOLYO7lehz5xfzLV""}]","{""spotify"": ""https://open.spotify.com/album/5e4yjkYMRe5aw4yoLtI14i""}",https://api.spotify.com/v1/albums/5e4yjkYMRe5aw4yoLtI14i,5e4yjkYMRe5aw4yoLtI14i,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2732d7be7aecb403b37c0e9d0ee"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e022d7be7aecb403b37c0e9d0ee"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048512d7be7aecb403b37c0e9d0ee"", ""width"": 64}]",(SEIS),2021-05-07,day,10,album,spotify:album:5e4yjkYMRe5aw4yoLtI14i,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0BqURncJM5B1BBu7UM51eq""}, ""href"": ""https://api.spotify.com/v1/artists/0BqURncJM5B1BBu7UM51eq"", ""id"": ""0BqURncJM5B1BBu7UM51eq"", ""name"": ""Guaynaa"", ""type"": ""artist"", ""uri"": ""spotify:artist:0BqURncJM5B1BBu7UM51eq""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3ROBnT2BmT0WBbwJCOxtRD""}, ""href"": ""https://api.spotify.com/v1/artists/3ROBnT2BmT0WBbwJCOxtRD"", ""id"": ""3ROBnT2BmT0WBbwJCOxtRD"", ""name"": ""Pain Digital"", ""type"": ""artist"", ""uri"": ""spotify:artist:3ROBnT2BmT0WBbwJCOxtRD""}]","{""spotify"": ""https://open.spotify.com/album/5e62RmU6dB91wQA6TWrIyL""}",https://api.spotify.com/v1/albums/5e62RmU6dB91wQA6TWrIyL,5e62RmU6dB91wQA6TWrIyL,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2737162c6ba05ec70bd6261c737"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e027162c6ba05ec70bd6261c737"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048517162c6ba05ec70bd6261c737"", ""width"": 64}]",Monterrey,2021-01-29,day,1,album,spotify:album:5e62RmU6dB91wQA6TWrIyL,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1fKmFe01L78vPmmiJ10LAs""}, ""href"": ""https://api.spotify.com/v1/artists/1fKmFe01L78vPmmiJ10LAs"", ""id"": ""1fKmFe01L78vPmmiJ10LAs"", ""name"": ""Malva Nbm"", ""type"": ""artist"", ""uri"": ""spotify:artist:1fKmFe01L78vPmmiJ10LAs""}]","{""spotify"": ""https://open.spotify.com/album/5f7N6z3pD5QGoiWi0J6Nk1""}",https://api.spotify.com/v1/albums/5f7N6z3pD5QGoiWi0J6Nk1,5f7N6z3pD5QGoiWi0J6Nk1,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273b65319e0abf2f91924cab79e"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02b65319e0abf2f91924cab79e"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851b65319e0abf2f91924cab79e"", ""width"": 64}]",No Vine a Jugar / Tinta y Huesos,2016-09-16,day,28,album,spotify:album:5f7N6z3pD5QGoiWi0J6Nk1,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/30BSBWLKnYJION1lCPugXc""}, ""href"": ""https://api.spotify.com/v1/artists/30BSBWLKnYJION1lCPugXc"", ""id"": ""30BSBWLKnYJION1lCPugXc"", ""name"": ""Santa RM"", ""type"": ""artist"", ""uri"": ""spotify:artist:30BSBWLKnYJION1lCPugXc""}]","{""spotify"": ""https://open.spotify.com/album/5fbmtiHWrfLUyyqGbWPAhm""}",https://api.spotify.com/v1/albums/5fbmtiHWrfLUyyqGbWPAhm,5fbmtiHWrfLUyyqGbWPAhm,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2738bff7fe772abae77ca845548"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e028bff7fe772abae77ca845548"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048518bff7fe772abae77ca845548"", ""width"": 64}]",Listo para Lo Que Venga,2016-07-02,day,17,album,spotify:album:5fbmtiHWrfLUyyqGbWPAhm,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6IdtcAwaNVAggwd6sCKgTI""}, ""href"": ""https://api.spotify.com/v1/artists/6IdtcAwaNVAggwd6sCKgTI"", ""id"": ""6IdtcAwaNVAggwd6sCKgTI"", ""name"": ""Zoé"", ""type"": ""artist"", ""uri"": ""spotify:artist:6IdtcAwaNVAggwd6sCKgTI""}]","{""spotify"": ""https://open.spotify.com/album/5fl6q7SKOuaO2tHXeTaZeV""}",https://api.spotify.com/v1/albums/5fl6q7SKOuaO2tHXeTaZeV,5fl6q7SKOuaO2tHXeTaZeV,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2739abba2e4a7600af6c16988a9"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e029abba2e4a7600af6c16988a9"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048519abba2e4a7600af6c16988a9"", ""width"": 64}]",MTV Unplugged Música De Fondo (Reissue/Live),2011-01-01,day,15,album,spotify:album:5fl6q7SKOuaO2tHXeTaZeV,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3Ker27Wbb9OcUHGs54JIAz""}, ""href"": ""https://api.spotify.com/v1/artists/3Ker27Wbb9OcUHGs54JIAz"", ""id"": ""3Ker27Wbb9OcUHGs54JIAz"", ""name"": ""Los Panchos"", ""type"": ""artist"", ""uri"": ""spotify:artist:3Ker27Wbb9OcUHGs54JIAz""}]","{""spotify"": ""https://open.spotify.com/album/5fvc3yXYkuFeutWruzxCTk""}",https://api.spotify.com/v1/albums/5fvc3yXYkuFeutWruzxCTk,5fvc3yXYkuFeutWruzxCTk,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27391c726254c3a2b104826a247"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0291c726254c3a2b104826a247"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485191c726254c3a2b104826a247"", ""width"": 64}]",Tesoros De Coleccion,2008-01-26,day,30,album,spotify:album:5fvc3yXYkuFeutWruzxCTk,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/5J7rXWjtn5HzUkJ4Jet8Fr""}, ""href"": ""https://api.spotify.com/v1/artists/5J7rXWjtn5HzUkJ4Jet8Fr"", ""id"": ""5J7rXWjtn5HzUkJ4Jet8Fr"", ""name"": ""Alvaro Diaz"", ""type"": ""artist"", ""uri"": ""spotify:artist:5J7rXWjtn5HzUkJ4Jet8Fr""}]","{""spotify"": ""https://open.spotify.com/album/5gk9ozZKJuosICdYgwa5JW""}",https://api.spotify.com/v1/albums/5gk9ozZKJuosICdYgwa5JW,5gk9ozZKJuosICdYgwa5JW,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2732e44e0c7f88373121d939ea0"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e022e44e0c7f88373121d939ea0"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048512e44e0c7f88373121d939ea0"", ""width"": 64}]",Diaz Antes,2020-12-30,day,17,album,spotify:album:5gk9ozZKJuosICdYgwa5JW,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4Hzj6dfl1y5x5TzCSsvLB6""}, ""href"": ""https://api.spotify.com/v1/artists/4Hzj6dfl1y5x5TzCSsvLB6"", ""id"": ""4Hzj6dfl1y5x5TzCSsvLB6"", ""name"": ""Remik Gonzalez"", ""type"": ""artist"", ""uri"": ""spotify:artist:4Hzj6dfl1y5x5TzCSsvLB6""}]","{""spotify"": ""https://open.spotify.com/album/5huUeSyl92U55yMr8WKvYv""}",https://api.spotify.com/v1/albums/5huUeSyl92U55yMr8WKvYv,5huUeSyl92U55yMr8WKvYv,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2734870f1774d6ccdb458f8c47d"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e024870f1774d6ccdb458f8c47d"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048514870f1774d6ccdb458f8c47d"", ""width"": 64}]",Perro Sin Cadena,2019-12-13,day,14,album,spotify:album:5huUeSyl92U55yMr8WKvYv,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/07H7kklAEFGHh0VxZNJ9bD""}, ""href"": ""https://api.spotify.com/v1/artists/07H7kklAEFGHh0VxZNJ9bD"", ""id"": ""07H7kklAEFGHh0VxZNJ9bD"", ""name"": ""The Seler"", ""type"": ""artist"", ""uri"": ""spotify:artist:07H7kklAEFGHh0VxZNJ9bD""}]","{""spotify"": ""https://open.spotify.com/album/5iAmNA0XSaceFAzPGkpuhp""}",https://api.spotify.com/v1/albums/5iAmNA0XSaceFAzPGkpuhp,5iAmNA0XSaceFAzPGkpuhp,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273dda72f49e749f747d2c4d512"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02dda72f49e749f747d2c4d512"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851dda72f49e749f747d2c4d512"", ""width"": 64}]",Prendido,2019-04-15,day,1,album,spotify:album:5iAmNA0XSaceFAzPGkpuhp,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4x65cIPX0RvYoK1zmQgQXH""}, ""href"": ""https://api.spotify.com/v1/artists/4x65cIPX0RvYoK1zmQgQXH"", ""id"": ""4x65cIPX0RvYoK1zmQgQXH"", ""name"": ""D. Krugga"", ""type"": ""artist"", ""uri"": ""spotify:artist:4x65cIPX0RvYoK1zmQgQXH""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4Fsv1gBjfqSyhzAPbhInXV""}, ""href"": ""https://api.spotify.com/v1/artists/4Fsv1gBjfqSyhzAPbhInXV"", ""id"": ""4Fsv1gBjfqSyhzAPbhInXV"", ""name"": ""Yubeili"", ""type"": ""artist"", ""uri"": ""spotify:artist:4Fsv1gBjfqSyhzAPbhInXV""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3ScIigEm9KZUrUQtXzBmKJ""}, ""href"": ""https://api.spotify.com/v1/artists/3ScIigEm9KZUrUQtXzBmKJ"", ""id"": ""3ScIigEm9KZUrUQtXzBmKJ"", ""name"": ""Cozy Cuz"", ""type"": ""artist"", ""uri"": ""spotify:artist:3ScIigEm9KZUrUQtXzBmKJ""}]","{""spotify"": ""https://open.spotify.com/album/5jxxkB4ydxr9XThi5Jnny3""}",https://api.spotify.com/v1/albums/5jxxkB4ydxr9XThi5Jnny3,5jxxkB4ydxr9XThi5Jnny3,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273a4657cb2ad84e0aa63ed1946"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02a4657cb2ad84e0aa63ed1946"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851a4657cb2ad84e0aa63ed1946"", ""width"": 64}]",P-Perreo (feat. Dani Torres),2020-06-26,day,1,album,spotify:album:5jxxkB4ydxr9XThi5Jnny3,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""id"": ""4q3ewBCX7sLwd24euuV69X"", ""name"": ""Bad Bunny"", ""type"": ""artist"", ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X""}]","{""spotify"": ""https://open.spotify.com/album/5lJqux7orBlA1QzyiBGti1""}",https://api.spotify.com/v1/albums/5lJqux7orBlA1QzyiBGti1,5lJqux7orBlA1QzyiBGti1,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02548f7ec52da7313de0c5e4a0"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851548f7ec52da7313de0c5e4a0"", ""width"": 64}]",YHLQMDLG,2020-02-29,day,20,album,spotify:album:5lJqux7orBlA1QzyiBGti1,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1gPiNBRjOB9XochAAFR3iM""}, ""href"": ""https://api.spotify.com/v1/artists/1gPiNBRjOB9XochAAFR3iM"", ""id"": ""1gPiNBRjOB9XochAAFR3iM"", ""name"": ""West Gold"", ""type"": ""artist"", ""uri"": ""spotify:artist:1gPiNBRjOB9XochAAFR3iM""}]","{""spotify"": ""https://open.spotify.com/album/5mFWSvCmBqQX8xPsa9tena""}",https://api.spotify.com/v1/albums/5mFWSvCmBqQX8xPsa9tena,5mFWSvCmBqQX8xPsa9tena,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2736267ba51aac80cd7b42f5d8d"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e026267ba51aac80cd7b42f5d8d"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048516267ba51aac80cd7b42f5d8d"", ""width"": 64}]",Bag of Weed (feat. iQlover & Robot),2017-08-08,day,1,album,spotify:album:5mFWSvCmBqQX8xPsa9tena,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/12GqGscKJx3aE4t07u7eVZ""}, ""href"": ""https://api.spotify.com/v1/artists/12GqGscKJx3aE4t07u7eVZ"", ""id"": ""12GqGscKJx3aE4t07u7eVZ"", ""name"": ""Peso Pluma"", ""type"": ""artist"", ""uri"": ""spotify:artist:12GqGscKJx3aE4t07u7eVZ""}]","{""spotify"": ""https://open.spotify.com/album/5mRzjZUa5VfaveaPtPqJBB""}",https://api.spotify.com/v1/albums/5mRzjZUa5VfaveaPtPqJBB,5mRzjZUa5VfaveaPtPqJBB,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27310c8a001a18fd9f1b3552a9d"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0210c8a001a18fd9f1b3552a9d"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485110c8a001a18fd9f1b3552a9d"", ""width"": 64}]",Bye,2023-05-26,day,1,album,spotify:album:5mRzjZUa5VfaveaPtPqJBB,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4J13m9IZh03PEhoxAxRhXO""}, ""href"": ""https://api.spotify.com/v1/artists/4J13m9IZh03PEhoxAxRhXO"", ""id"": ""4J13m9IZh03PEhoxAxRhXO"", ""name"": ""Gerardo Ortiz"", ""type"": ""artist"", ""uri"": ""spotify:artist:4J13m9IZh03PEhoxAxRhXO""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4QFG9KrGWEbr6hNA58CAqE""}, ""href"": ""https://api.spotify.com/v1/artists/4QFG9KrGWEbr6hNA58CAqE"", ""id"": ""4QFG9KrGWEbr6hNA58CAqE"", ""name"": ""Aleman"", ""type"": ""artist"", ""uri"": ""spotify:artist:4QFG9KrGWEbr6hNA58CAqE""}]","{""spotify"": ""https://open.spotify.com/album/5nBGRd7waHG9FKOab6nsGc""}",https://api.spotify.com/v1/albums/5nBGRd7waHG9FKOab6nsGc,5nBGRd7waHG9FKOab6nsGc,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2732d2119348c6f57203de86b59"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e022d2119348c6f57203de86b59"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048512d2119348c6f57203de86b59"", ""width"": 64}]",Tranquilito (Remix),2021-12-17,day,1,album,spotify:album:5nBGRd7waHG9FKOab6nsGc,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/31opIYTivWACiXXzX2khlj""}, ""href"": ""https://api.spotify.com/v1/artists/31opIYTivWACiXXzX2khlj"", ""id"": ""31opIYTivWACiXXzX2khlj"", ""name"": ""Denilson"", ""type"": ""artist"", ""uri"": ""spotify:artist:31opIYTivWACiXXzX2khlj""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4VECwDIJ0DYczPqCyP85kQ""}, ""href"": ""https://api.spotify.com/v1/artists/4VECwDIJ0DYczPqCyP85kQ"", ""id"": ""4VECwDIJ0DYczPqCyP85kQ"", ""name"": ""Jay Romero"", ""type"": ""artist"", ""uri"": ""spotify:artist:4VECwDIJ0DYczPqCyP85kQ""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6JG2QQcaQBzinELNvu9PRk""}, ""href"": ""https://api.spotify.com/v1/artists/6JG2QQcaQBzinELNvu9PRk"", ""id"": ""6JG2QQcaQBzinELNvu9PRk"", ""name"": ""Bipo Montana"", ""type"": ""artist"", ""uri"": ""spotify:artist:6JG2QQcaQBzinELNvu9PRk""}]","{""spotify"": ""https://open.spotify.com/album/5nJMYQ4LZAiFVz4gNFUKmK""}",https://api.spotify.com/v1/albums/5nJMYQ4LZAiFVz4gNFUKmK,5nJMYQ4LZAiFVz4gNFUKmK,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27370546f0ed5947f14214c0c3c"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0270546f0ed5947f14214c0c3c"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485170546f0ed5947f14214c0c3c"", ""width"": 64}]",Cómo Te Llamo,2022-05-26,day,1,album,spotify:album:5nJMYQ4LZAiFVz4gNFUKmK,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/014WIDx7H4BRCHB1faiisK""}, ""href"": ""https://api.spotify.com/v1/artists/014WIDx7H4BRCHB1faiisK"", ""id"": ""014WIDx7H4BRCHB1faiisK"", ""name"": ""Los Tucanes De Tijuana"", ""type"": ""artist"", ""uri"": ""spotify:artist:014WIDx7H4BRCHB1faiisK""}]","{""spotify"": ""https://open.spotify.com/album/5poff6oDNapTa60LAq46O0""}",https://api.spotify.com/v1/albums/5poff6oDNapTa60LAq46O0,5poff6oDNapTa60LAq46O0,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273fd367947103f87b7ba06472a"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02fd367947103f87b7ba06472a"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851fd367947103f87b7ba06472a"", ""width"": 64}]",14 Tucanazos Bien Pesados,1995-11-21,day,14,album,spotify:album:5poff6oDNapTa60LAq46O0,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP""}, ""href"": ""https://api.spotify.com/v1/artists/0QHgL1lAIqAw0HtD7YldmP"", ""id"": ""0QHgL1lAIqAw0HtD7YldmP"", ""name"": ""DJ Khaled"", ""type"": ""artist"", ""uri"": ""spotify:artist:0QHgL1lAIqAw0HtD7YldmP""}]","{""spotify"": ""https://open.spotify.com/album/5qHyKDjwycRj1fJyPLt2HQ""}",https://api.spotify.com/v1/albums/5qHyKDjwycRj1fJyPLt2HQ,5qHyKDjwycRj1fJyPLt2HQ,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2738c624614f33197bace0e11c4"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e028c624614f33197bace0e11c4"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048518c624614f33197bace0e11c4"", ""width"": 64}]",Major Key,2016-08-05,day,14,album,spotify:album:5qHyKDjwycRj1fJyPLt2HQ,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/2ai0soTBUbXpAdBZBEKkmh""}, ""href"": ""https://api.spotify.com/v1/artists/2ai0soTBUbXpAdBZBEKkmh"", ""id"": ""2ai0soTBUbXpAdBZBEKkmh"", ""name"": ""Pistola Bang"", ""type"": ""artist"", ""uri"": ""spotify:artist:2ai0soTBUbXpAdBZBEKkmh""}]","{""spotify"": ""https://open.spotify.com/album/5rL5NGNoFaufRC4kZxBLDg""}",https://api.spotify.com/v1/albums/5rL5NGNoFaufRC4kZxBLDg,5rL5NGNoFaufRC4kZxBLDg,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27315f3a806aa44d9b3e0569eec"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0215f3a806aa44d9b3e0569eec"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485115f3a806aa44d9b3e0569eec"", ""width"": 64}]",Gangsta Gangsta,2018-12-31,day,1,album,spotify:album:5rL5NGNoFaufRC4kZxBLDg,,
